code,water_source_type,inspecting_agency,inspection_date,region,district,source_name,nearest_settlement_name,distance_to_settlement,establishing_agency,date_source_established,latitude,longitude,elevation,gps_precision,sources_cluster,users,permanent,months_used,functioning,reason_for_non_functioning,number_of_human_using_source,number_of_camel_using_source,number_of_cattle_using_source,number_of_shoats_using_source,number_of_hectares_irrigated_using_source,source_protected,bh_depth,casing_type,casing_size,bh_static_water_level,bh_operating_yield,bh_operating_hrs_per_day,bh_operating_draw_down,bh_recovery_time,dw_depth,dw_static_water_level,dw_yield,dw_operating_hours,dw_draw_down,recovery_time,spring_cumulative_discharge_rate,dam_depth,dam_length,dam_width,berkad_depth,berkad_length,berkad_width,other_depth,other_length,other_width,other_source_yield,reservoir_type,reservoir_capacity,pipeline_type,pipeline_length,number_of_hh_connections,number_of_water_points_kiosks,number_of_animal_troughs,source_used_for_water_trucking,number_of_trucks_per_day,pump_type,pump_model,pump_capacity,pump_level,source_of_power,generator_type,generator_capacity,solar_type,solar_capacity,supply_system_condition,supply_system_condition_description,physical_water_quality_issues,color_odor_smell_description,temperature,ph,electrical_conductivity,total_disolved_solids,management_type,water_and_sanitation_committee,wsc_date_of_establishment,wsc_male_members,wsc_female_members,humans_charged_for_water,cost_of_water_for_humans,animals_charged_for_water,cost_of_water_for_livestock,name_of_operator,operator_contact_number,last_intervention_agency,last_intervention_description,last_intervention_date,additional_notes,metadata_tag
DWBKXU021,Dug Well,BRCiS,2017-06-01,Bakool,Xudur,Buulow/ Hudur,Buulow/ Hudur,,,,4.127,43.8914,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portable water,Water Sources Data from Partners – WSD_Pat
DWBKXU022,Dug Well,BRCiS,2017-06-01,Bakool,Xudur,Sheikh Awes,Sheikh Awes,,,,4.1145,43.8922,494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non portable water,Water Sources Data from Partners – WSD_Pat
DWMDGD001,Dug Well,SWALIM_WSIS,2008-07-24,Mudug,Galdogob,Bayra 2,Gaalkacyo,,,,6.9571,47.3143,328.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,8.3,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,3060.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKXU023,Dug Well,FGS_MoEWR,2019-09-22,Bakool,Xudur,Lifow,Buulow,,Lifow ( individual),  1/4/1963,4.124,43.893,493.0,3.9,20,,yes,,Yes,,700,,,,,No,,,,,,,,,9.0,7.0,,12.0,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,No,,30.5,7.14,2410.0,1200.0,,Yes, 6/23/2018,9,4,No,,No,,,,,Wast removal and head circle construction,2018-05-12,,Strategic Water Sources Survey – WSS_NAT
DWBKXU024,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Liifow SH,Xudur,,,,4.124,43.893,493.0,,21,,Yes,,Yes,,500,,,,,,,,,,,,,,14.0,4.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,7.3,2720.0,,Community,,,,,,,,,,,,,,Quick rehabilitation (Construction of the Dug Wells mouth,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWMSBA015,Dug Well,SWALIM_GSA,2018-06-06,Middle Shabelle,Balcad,Garaash SH1,Congo,,,09-07-05,2.7465,45.4807,105.0,,3,,,,No,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWMDHO044,Dug Well,SWALIM_WSIS,2009-07-22,Mudug,Hobyo,Dhurrez,Jalable,,,,6.3675,47.9547,165.0,,,,,,Yes,,,,,,,,,,,,,,,,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,1820.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKXU027,Dug Well,SWALIM_GSA,2017-03-05,Bakool,Xudur,Xumow,Buulow section 2,,,04-06-05,4.1248,43.8943,493.0,,,,No,,No,,,,,,,No,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
DWBKYE009,Dug Well,SWALIM_GSA,2017-05-20,Bakool,Yeed,Yeed SH,Yeed,,Community,,4.5381,43.021,343.0,,,,No,,Yes,,,,,,,No,,,,,,,,,14.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
DWBKXU028,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Aboore SH,Xudur,,,09-07-05,4.3056,43.9123,631.0,,250,,No,,Yes,,7,,,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,8.5,140.0,,Community,,,,,,,,,,,,,,Development (Deeping and constructin of the Dug Wells Mouth,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWSLCA022,Dug Well,SWALIM_WSIS,2008-05-17,Sool,Caynabo,Hali Bixisay 2,Oog,,,,8.9586,46.6089,700.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,1314.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWWGGE038,Dug Well,SWALIM_WSIS,2008-12-06,Woqooyi Galbeed,Gebiley,Yanuunta 5,gebiley,,,,9.7219,43.66,1408.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,2150.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKXU029,Dug Well,FGS_MoEWR,2019-09-23,Bakool,Xudur,Aden Isak,Buula Liban,,Community, 4/18/2010,4.1382,43.9175,491.0,3,1,,yes,,Yes,,1050,300,250,900,,No,,,,,,,,,10.0,6.0,,,,,,,,,,,,,,,,,,,,150,,3,no,,,,,,No Pump,,,,,,,No,,30.4,7.96,7710.0,4190.0,,Yes, 6/23/2018,9,4,No,,No,,,,Action Internationale Centre La Fairm,"Well apron construction
Construction of 1 drainage trough
Afridev hand pump installation for the nearst cluster well",2019-08-18,,Strategic Water Sources Survey – WSS_NAT
DWBKXU030,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Banjanay SH,Xudur,,Community,03-07-05,4.2246,43.9267,533.0,,60,,No,,Yes,,40,,,,,,,,,,,,,,8.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,8.1,1350.0,,Community,,,,,,,,,,,,,,"Quick rehabilitation (Complete Solar system with small Pump is needed, constructing water troughs","Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKXU032,Dug Well,SWALIM_WSIS,2009-08-30,Bakool,Xudur,EL Godow,,,, 1/22/1993,4.1042,43.9318,494.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,1730.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWBKXU035,Dug Well,SWALIM_GSA,2018-06-06,Bakool,Xudur,Farag SH,Xudur,,Community,13-04-05,4.1337,43.9513,487.0,,14,,Yes,,Yes,,60,,,,,,,,,,,,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,,7.4,3370.0,,Community,,,,,,,,,,,,,,"Quick rehabilitation (Complete Solar system with small Pump is needed, constructing water troughs","Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKXU036,Dug Well,SWALIM_WSIS,2009-08-02,Bakool,Xudur,Abal,,,,,4.0208,43.9773,502.0,,,,,,Yes,,,,,,,,,,,,,,,,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTZ - German Agency for Technical Assistance,,2004-01-23,,Water Sources Inventory Survey – WSIS
DWNGGA131,Dug Well,SWALIM_HGS,2012-01-27,Nugaal,Garoowe,Sinujif/SIW033,,,,,8.53416,48.98899,353.0,,,,,,Yes,,,,,,,,,,,,,,,,4.8,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,7.0,,,,,,,,,,,,,,,,1995-02-13,Quarterian,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
DWGDLU023,Dug Well,FGS_MoEWR,2019-09-30,Gedo,Luuq,Isxilqaan,Akara,,Ahmed Hussein ( individual), 6/17/2019,3.7827,42.5494,154.0,4.7,,,yes,,Yes,,100,,,,,Yes,,,,,,,,,14.0,10.0,,12.0,,,,,,,,,,,,,,,,Stainless Steel,13.0,14,,,no,,,,,,Hand Pump,,,,,,,No,,33.7,7.62,9060.0,4540.0,,No,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU025,Dug Well,FGS_MoEWR,2019-09-30,Gedo,Luuq,Shra 4,Halako,,SHRA,11/30/2018,3.773,42.5502,147.0,4.2,,,yes,,Yes,,2401,,,,,Yes,,,,,,,,,12.0,7.8,7.0,6.0,10.5,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,20.0,343,3,1,yes,3,,Sp 7,7.0,11.0,Submersible Pump,,,Dayliff,2.5,,,No,,34.7,7.28,2890.0,1440.0,,Yes, 1/29/2018,3,3,No,,No,,,,,Upgrade to solar system.16 pannels,2018-12-29,,Strategic Water Sources Survey – WSS_NAT
DWGDLU026,Dug Well,FGS_MoEWR,2019-09-30,Gedo,Luuq,SHRA 1,Jaziira,,SHRA, 6/26/2016,3.8016,42.551,151.0,5,,,yes,,Yes,,3500,,,,,Yes,,,,,,,,,15.0,10.0,10.0,10.0,2.0,,,,,,,,,,,,,Plastic tank,,Stainless Steel,25.0,500,6,,no,,,Grundfos,22.0,14.0,Submersible Pump,,,Daylif Yl125p-17b6/7,1.25,,,No,,29.6,7.0,910.0,450.0,,Yes, 7/29/2016,3,3,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGLDH042,Dug Well,SWALIM_GSA,2016-02-09,Galgaduud,Dhusa Marreb,Higlaale SH,Dhuusamareeb,,,  2/9/2016,5.5046,46.5036,243.0,,,,No,,Yes,,,900,,2500,,Yes,,,,,,,,,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,7.2,17300.0,8600.0,,,,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
DWGDLU027,Dug Well,FGS_MoEWR,2019-10-01,Gedo,Luuq,Jubba Water 1,Hilaac,,Jubba Water Com.,  6/1/2013,3.8018,42.5511,151.0,4.5,1,,yes,,Yes,,3262,,,,,Yes,,,,,,,,,14.0,12.0,11.0,22.0,1.0,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,50.0,466,,,no,,,Grundfos,11.0,13.0,Submersible Pump,,,,,,,No,,29.7,7.76,1290.0,630.0,,,,,,Yes,0.05,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU028,Dug Well,FGS_MoEWR,2019-10-02,Gedo,Luuq,Qasaale,Qasaale,,World Concern, 1/23/2016,3.8252,42.5512,144.0,3.6,,,no,,Yes,,1050,,,,,Yes,,,,,,,,,10.0,7.0,,,,,,,,,,,,,,,,,,PVC,9.0,150,,,,,,Afridec,1.02,,Hand Pump,,,,,,Pump failure,No,,,,,,,Yes,  2/8/2016,3,3,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWHRBE010,Dug Well,SWALIM_GSA,2018-03-01,Hiraan,Belet Weyne,Fiqi,,,,06-07-05,4.441,45.1317,225.0,,,,Yes,,Yes,,350,,,,,,,,,,,,,,13.0,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,7.0,1370.0,690.0,Private,,not clear,,,,,,,,,,,,building water strorage and submersible well,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWTGBH003,Dug Well,SWALIM_WSIS,2008-06-14,Togdheer,Buhoodle,Buqdharkayle 1,Yeyle,,,,8.7355,46.581,783.0,,,,Yes,,Yes,,,,,12000,,,,,,,,,,,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,2142.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWLSAF045,Dug Well,FGS_MoEWR,2018-12-31,Lower Shabelle,Afgooye,Rooble,Waaxda janaraal daauud,,Private, 3/28/1991,2.0223,45.2902,22.0,,,Human,No,6,No,,800,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,Submersible_pump,,,,,,,,Cloudy_milky,,,,980.0,,,,,,,1.3,,,,,,,,,Strategic Water Sources Survey in Banadir Region – WSS_BA
DWGDLU029,Dug Well,FGS_MoEWR,2019-10-09,Gedo,Luuq,Somow,Jaziira,,Abdisamad Macalin Soomow,  4/5/2013,3.8037,42.5513,155.0,4.4,2,,yes,,Yes,,500,,,,,Yes,,,,,,,,,13.0,10.0,,,,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,50.0,71,,,no,,,Grundfos,,,Submersible Pump,,,,,,,No,,31.2,7.15,4180.0,2070.0,,No,,,,No,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU041,Dug Well,FGS_MoEWR,2019-10-02,Gedo,Luuq,Dubat,Gumaro,,SHRA,  1/2/2016,3.7941,42.5686,150.0,4.5,,,yes,,No,The,1050,,,,,Yes,,,,,,,,,10.0,7.0,1.02,10.0,,,,,,,,,,,,,,,,Stainless Steel,10.0,150,,,no,,,Afridev,1.02,,Hand Pump,,,,,,,No,,32.6,7.04,1670.0,830.0,,Yes,  1/2/2016,5,5,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU030,Dug Well,FGS_MoEWR,2019-09-30,Gedo,Luuq,Ceel Jaziira,Jazira,,Community,11/30/2016,3.8029,42.5518,153.0,4.6,,,yes,,Yes,,4900,,,,,Yes,,,,,,,,,13.0,4.0,12.0,8.0,,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,500.0,700,4,,no,,,Grundfos,13.0,12.0,Submersible Pump,,,Yl265p-29b,5.83,,,No,,33.2,7.2,3310.0,1650.0,,Yes, 6/20/2017,7,7,No,,,,,,IOM - International Organisation of Migration,"Rehabilitation of well,  well head protection, 22 panel solar,  500m pipeline,  25m3 elevated water tank and 2 water kiosks and Fence",2019-04-25,,Strategic Water Sources Survey – WSS_NAT
DWGDLU031,Dug Well,FGS_MoEWR,2019-10-02,Gedo,Luuq,Luuq Godey,Luuq Godey,,World Concern, 4/27/2014,3.799,42.5519,146.0,4.9,3,,yes,,Yes,,1260,,,,,Yes,,,,,,,,,8.0,4.0,1.02,10.0,,,,,,,,,,,,,,,,Stainless Steel,,180,,,no,,,Afridev,1.02,,Hand Pump,,,,,,,YES,Color change into gray,30.08,7.38,1160.0,580.0,,Yes,12-10-16,4,3,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU047,Dug Well,SWALIM Archives,2004-08-10,Gedo,Luuq,Dhanaawe,,0.6,Community,24-06-05,4.1073,42.6486,177.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,7.6,11579.99992,,,Yes,,,,,,,,Yes,,Community,,,,Water Sources Data from Partners – WSD_Pat
DWGDLU043,Dug Well,FGS_MoEWR,2019-10-02,Gedo,Luuq,Abaqo,Heloshiid,,Community, 4/28/2006,3.816,42.5717,150.0,4.2,,,no,3,Abandoned,Has became dry and not rehabilitated,,,,,,Yes,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
SPNGGA004,Spring,SWALIM_WSIS,2008-07-17,Nugaal,Garoowe,Futaxaf,Garowe,,,,8.4834,48.3568,489.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,3245.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGDLU032,Dug Well,FGS_MoEWR,2019-10-08,Gedo,Luuq,Tawakal,Qalqaley,,Community,  3/3/2019,3.771,42.5521,150.0,4,1,,yes,,Yes,,700,,,,,No,,,,,,,,,9.0,7.0,,12.0,,,,,,,,,,,,,,,,,,100,,,no,,,,,,,,,,,,The well has no supply system,No,,32.2,7.0,2620.0,1310.0,,No,,,,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU033,Dug Well,FGS_MoEWR,2019-09-30,Gedo,Luuq,Laastiig 2,Buulo Moos,,Luq Water Company, 4/27/2007,3.7877,42.5523,148.0,4.9,1,,yes,,Yes,,10500,,,,,Yes,,,,,,,,,35.0,5.0,15.0,20.0,,,,,,,,,,,,,,Concrete/Masonry tank,,Stainless Steel,29.0,1500,2,,yes,6,,,,,Submersible Pump,,,,,,,No,,31.9,7.58,850.0,4300.0,,,,,,Yes,0.05,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWMDGD006,Dug Well,SWALIM_WSIS,2008-07-22,Mudug,Galdogob,Islamic Relief,Xarfo,,,,7.1916,47.5202,367.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,8.1,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,2454.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGLDH015,Dug Well,ICRC,2013-02-03,Galgaduud,Dhusa Marreb,Faragoo 2,Faragoo 2,,,,5.2817,46.3136,248.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,18.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,5530.0,,,,,,,,,,,,,,,,"Suggested intervention is the rehablitation of the HDW, in terms of Upper surface construction (apron) with expansion of  all sides up to 1.5m,  water drinage,  and animal troughs.",Water Sources Data from Partners – WSD_Pat
DWGDLU034,Dug Well,FGS_MoEWR,2019-10-02,Gedo,Luuq,BICIR,Tuulo Afmadow,,SHRA, 5/28/2015,3.8993,42.5531,153.0,4.7,,,no,,No,"2018,  due to handpump failure",1500,50,100,150,,Yes,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,Stainless Steel,10.0,,,,,,,Afridev,1.02,,Hand Pump,,,,,,The pump has stopped function the piple also has leakage,No,,,,,,,Yes,  6/8/2015,3,3,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWSLXU020,Dug Well,SWALIM_WSIS,2008-09-06,Sool,Xudun,Biyo  Guure,Dogoble,,,,9.4133,47.422,735.0,,,,Yes,,Yes,,,300,,500,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,5200.0,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGDLU035,Dug Well,FGS_MoEWR,2019-09-30,Gedo,Luuq,Laastiig 1,Buulo Moos,,NRC - Norwegian Refugee Council, 5/25/2017,3.7877,42.5536,148.0,4.8,,,yes,,Yes,,3500,,,,,Yes,,,,,,,,,12.0,4.0,12.0,18.0,1.0,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,205.0,500,4,,yes,5,,Germany,12.0,11.0,Submersible Pump,Changfa,20.0,,,,,No,,31.8,7.8,670.0,320.0,,,,,,Yes,0.05,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU053,Dug Well,SWALIM Archives,2004-08-09,Gedo,Luuq,Subxaana alle,,,Community,09-06-05,3.8346,42.6774,188.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,7.4,3900.000095,,,Yes,,,,,,,,No,,Community,,,,Water Sources Data from Partners – WSD_Pat
DWGLCH060,Dug Well,SWALIM_GSA,2018-06-06,Galgaduud,Ceel Dheer,Mesagway SH,Masagwaay,,Private,30-06-05,4.0413,47.4148,55.0,,40,,,,Yes,,50,80,50,600,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Rope and Bucket,,,,,,,,,,,,27.5,7.85,3590.0,1800.0,Private,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWGDLU036,Dug Well,FGS_MoEWR,2019-10-02,Gedo,Luuq,Osman,Luuqgudey,,Community, 4/28/2011,3.7994,42.5539,148.0,4.5,,,yes,,Yes,,1750,,,,,Yes,,,,,,,,,8.0,5.0,10.0,12.0,1.0,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,80.0,250,2,2,no,,,Grundfos,10.0,7.0,Submersible Pump,,,Ubbink,1.8,,,No,,31.2,7.33,1750.0,850.0,,Yes,  5/2/2014,5,5,No,,No,,,,,"40m3 concrete tank, well head construction,  2 kiosks,  two troughs,  600m pvc pipeline",2015-10-08,,Strategic Water Sources Survey – WSS_NAT
DWGDLU037,Dug Well,FGS_MoEWR,2019-10-01,Gedo,Luuq,Juba Water 2,Jaziira,,Juba Water Company, 4/26/2007,3.803,42.554,149.0,4.5,,,no,0,No,"The source stopped function in 2013,  when the water of the source become very salty. Furthermore, the generator is not functioning.",9800,,,,,Yes,,,,,,,,,10.0,7.0,12.0,20.0,1.0,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,40.0,1400,,,no,,,Grundfos,12.0,11.0,Submersible Pump,Lister,9.2,,,,,No,,30.2,7.39,1680.0,840.0,,,,,,Yes,0.05,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU038,Dug Well,FGS_MoEWR,2019-10-07,Gedo,Luuq,Banmundule,Banmundule,,Community,  5/2/2014,3.7582,42.5545,149.0,5,,,no,,Abandoned,In 2016 the source become dry,,,,,,No,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes, 3/14/2014,4,3,,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWMDHO045,Dug Well,SWALIM_WSIS,2009-07-29,Mudug,Hobyo,Inadiile,Miirsaare,,,,6.0058,47.9584,121.0,,,,,,Yes,,,,,,,,,,,,,,,,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWGDLU039,Dug Well,FGS_MoEWR,2019-10-01,Gedo,Luuq,Janaawkey,Balanbaalle,,Community,  1/1/2019,3.7877,42.5606,149.0,4.4,,,yes,,Yes,,3500,,,,,Yes,,,,,,,,,16.0,5.0,10.0,8.0,2.0,,,,,,,,,,,,,Concrete/Masonry tank,,Stainless Steel,500.0,500,2,,no,,,Changfa,12.0,14.0,Submersible Pump,,,JA Solar,2.6,,,No,,32.6,7.31,2180.0,1070.0,,Yes, 2/17/2019,3,3,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGLDH025,Dug Well,SWALIM_WSIS,2009-07-31,Galgaduud,Dhusa Marreb,Ceel Qayoof,Dhuusamarreeb,,,,5.5132,46.3624,257.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,8.1,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3875.0,,,,,,,,,,,,,ICRC - International Committee of The Red Cross,,2007-01-28,,Water Sources Inventory Survey – WSIS
DWGDLU040,Dug Well,FGS_MoEWR,2019-10-02,Gedo,Luuq,Gaaboow,Minyara,,Community, 5/28/2017,3.8025,42.5669,150.0,4,,,no,,Abandoned,The water quality has changed and become very salt,1400,,,,,Yes,,,,,,,,,7.0,5.0,1.02,12.0,,,,,,,,,,,,,,,,Stainless Steel,7.0,200,,,no,,,Afridev,1.02,,Hand Pump,,,,,,,No,,32.8,7.4,2000.0,10000.0,,Yes, 10/2/2015,5,5,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU042,Dug Well,FGS_MoEWR,2019-10-02,Gedo,Luuq,Heloshiid 1,Heloshiid,,SHRA, 7/27/2019,3.8236,42.5686,153.0,3.8,,,yes,,Yes,,1400,,,,,Yes,,,,,,,,,10.0,7.0,1.02,12.0,,,,,,,,,,,,,,,,,,200,,,no,,,Afridev,1.02,,Hand Pump,,,,,,,No,,33.3,7.08,2290.0,1140.0,,Yes, 7/30/2019,3,3,No,,No,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU044,Dug Well,FGS_MoEWR,2019-10-02,Gedo,Luuq,Heloshiid 2,Heloshiid 2,,SHRA, 4/29/2019,3.8244,42.5773,153.0,2.7,,,no,,No,The well is under construction,,,,,,No,,,,,,,,,6.0,3.0,,,,,,,,,,,,,,,,Other,,,,,,,no,,,,,,,,,,,,,No,,30.5,7.28,2570.0,1280.0,,,,,,,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGDLU050,Dug Well,SWALIM Archives,2004-08-09,Gedo,Luuq,Elrar  ell,,,Community,28-04-05,3.8344,42.6733,179.0,,,,No,,Yes,,,,,,,,,,,,,,,,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,8.2,3970.000029,,,Yes,,,,,,,,No,,Government,,,,Water Sources Data from Partners – WSD_Pat
DWGLDH016,Dug Well,ICRC,2013-02-03,Galgaduud,Dhusa Marreb,Faragoo 1,Faragoo 1,,,,5.2808,46.3138,245.0,,,,Yes,,Yes,,,1875,1125,4500,,,,,,,,,,,13.0,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,8130.0,,,,,,,,,,,,,,,,HDWs are permanent waterpoints in Faragoo village.  People and their livestok herds depend on these HDWs and their yield is impressive.  They can be rehabilitated in order to improve the sanitary condition of the well and to eliminate the health risks as,Water Sources Data from Partners – WSD_Pat
DWGLDH018,Dug Well,SWALIM_GSA,2016-02-09,Galgaduud,Dhusa Marreb,Galxamur SH,Dhuusamareeb,,Community,  2/9/2008,5.6147,46.3158,272.0,,,,Yes,,Yes,,,800,,5000,,No,,,,,,,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,7.1,4800.0,2400.0,,,,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
DWGLDH019,Dug Well,SWALIM_WSIS,2009-08-03,Galgaduud,Dhusa Marreb,Galxamur,Duduma Cadde,,,,5.6145,46.3159,272.0,,,,Yes,,Yes,,,,,,,,,,,,,,,,6.6,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,3999.0,,,,,,,,,,,,,ICRC - International Committee of The Red Cross,,2007-01-02,,Water Sources Inventory Survey – WSIS
